%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
206,955,490,0,LMP2
202,905,494,0,LMP2
206,906,537,0,LMP2
207,993,481,0,LMP2
201,922,555,0,LMP2
212,936,505,0,LMP2
217,920,1159,0,LMP1
191,1271,487,0,LM_GTE_Pro
201,929,529,0,LMP2
209,954,503,0,LMP2
205,983,498,0,LMP2
197,1280,500,0,LM_GTE_Pro
190,1262,471,1,LM_GTE_Pro
209,965,527,0,LMP2
215,853,1203,0,LMP1
191,1245,489,1,LM_GTE_Pro
199,1259,455,1,LM_GTE_Pro
216,869,1248,0,LMP1
200,938,520,0,LMP2
212,984,556,0,LMP2
204,917,554,0,LMP2
202,934,522,0,LMP2
198,1201,480,1,LM_GTE_Pro
199,1233,492,0,LM_GTE_Pro
215,909,1208,0,LMP1
216,935,991,0,LMP1
202,930,543,0,LMP2
197,1245,546,0,LM_GTE_Pro
210,957,491,0,LMP2
219,930,1032,0,LMP1
190,1244,540,1,LM_GTE_Pro
214,934,529,0,LMP2
220,896,1131,0,LMP1
216,886,1045,0,LMP1
210,983,490,0,LMP2
195,1204,541,0,LM_GTE_Pro
204,930,509,0,LMP2
195,1234,506,0,LM_GTE_Pro
206,996,566,0,LMP2
203,974,498,0,LMP2
211,913,524,0,LMP2
204,996,553,0,LMP2
216,932,1004,0,LMP1
216,862,1215,0,LMP1
220,878,1057,0,LMP1
198,1260,476,1,LM_GTE_Pro
212,942,542,0,LMP2
218,892,1002,0,LMP1
191,1217,556,0,LM_GTE_Pro
204,921,531,0,LMP2
194,1277,518,0,LM_GTE_Pro
204,969,530,0,LMP2
204,906,565,0,LMP2
209,951,483,0,LMP2
205,954,562,0,LMP2
215,908,1221,0,LMP1
207,907,542,0,LMP2
214,935,507,0,LMP2
192,1209,509,1,LM_GTE_Pro
206,925,519,0,LMP2
212,1000,509,0,LMP2
215,862,1111,0,LMP1
205,949,557,0,LMP2
215,862,1219,0,LMP1
202,927,523,0,LMP2
220,863,1041,0,LMP1
190,1234,526,1,LM_GTE_Pro
196,1227,548,1,LM_GTE_Pro
199,1245,469,0,LM_GTE_Pro
192,1268,503,1,LM_GTE_Pro
200,959,501,0,LMP2
197,1258,536,1,LM_GTE_Pro
216,867,985,0,LMP1
195,1258,521,1,LM_GTE_Pro
205,956,501,0,LMP2
209,949,501,0,LMP2
217,876,1190,0,LMP1
191,1207,501,0,LM_GTE_Pro
206,918,570,0,LMP2
199,1252,517,1,LM_GTE_Pro
213,912,511,0,LMP2
191,1250,504,1,LM_GTE_Pro
220,927,1147,0,LMP1
193,1221,490,1,LM_GTE_Pro
206,969,569,0,LMP2
201,981,566,0,LMP2
205,994,534,0,LMP2
202,944,529,0,LMP2
214,983,482,0,LMP2
207,958,509,0,LMP2
203,973,543,0,LMP2
210,997,555,0,LMP2
190,1200,521,0,LM_GTE_Pro
211,958,501,0,LMP2
207,984,529,0,LMP2
202,903,567,0,LMP2
206,998,542,0,LMP2
209,911,525,0,LMP2
217,887,1124,0,LMP1
216,855,1171,0,LMP1
203,968,485,0,LMP2
214,901,559,0,LMP2
193,1239,477,1,LM_GTE_Pro
194,1268,492,0,LM_GTE_Pro
217,903,1217,0,LMP1
210,922,569,0,LMP2
198,1202,520,0,LM_GTE_Pro
203,940,554,0,LMP2
220,937,1108,0,LMP1
218,934,1020,0,LMP1
198,1261,498,0,LM_GTE_Pro
211,906,480,0,LMP2
220,858,1238,0,LMP1
194,1271,523,0,LM_GTE_Pro
205,981,525,0,LMP2
210,962,543,0,LMP2
196,1212,552,1,LM_GTE_Pro
202,951,557,0,LMP2
213,974,568,0,LMP2
190,1220,464,1,LM_GTE_Pro
195,1236,516,0,LM_GTE_Pro
191,1241,538,0,LM_GTE_Pro
218,869,1021,0,LMP1
198,1280,515,1,LM_GTE_Pro
218,947,1108,0,LMP1
203,984,527,0,LMP2
220,909,1188,0,LMP1
205,933,527,0,LMP2
204,994,553,0,LMP2
219,942,1157,0,LMP1
207,985,499,0,LMP2
214,994,500,0,LMP2
190,1230,546,0,LM_GTE_Pro
208,944,483,0,LMP2
209,943,523,0,LMP2
209,998,487,0,LMP2
206,975,537,0,LMP2
214,926,544,0,LMP2
216,917,1130,0,LMP1
217,895,1160,0,LMP1
211,933,497,0,LMP2
218,942,1055,0,LMP1
219,948,1006,0,LMP1
219,931,1243,0,LMP1
212,992,549,0,LMP2
219,926,1060,0,LMP1
209,996,527,0,LMP2
200,947,488,0,LMP2
203,954,562,0,LMP2
193,1224,473,0,LM_GTE_Pro
220,914,1233,0,LMP1
202,929,533,0,LMP2
193,1202,547,0,LM_GTE_Pro
195,1237,453,1,LM_GTE_Pro
190,1240,481,0,LM_GTE_Pro
219,903,1044,0,LMP1
195,1229,457,1,LM_GTE_Pro
203,973,543,0,LMP2
211,930,531,0,LMP2
219,927,1022,0,LMP1
190,1271,501,0,LM_GTE_Pro
199,1240,473,1,LM_GTE_Pro
191,1274,563,1,LM_GTE_Pro
217,883,1187,0,LMP1
209,958,502,0,LMP2
217,905,1037,0,LMP1
217,925,1093,0,LMP1
209,905,524,0,LMP2
200,905,554,0,LMP2
190,1221,462,0,LM_GTE_Pro
195,1235,517,1,LM_GTE_Pro
193,1279,529,1,LM_GTE_Pro
214,915,481,0,LMP2
191,1271,467,0,LM_GTE_Pro
197,1259,520,1,LM_GTE_Pro
215,859,1046,0,LMP1
217,891,1163,0,LMP1
193,1275,479,1,LM_GTE_Pro
211,947,480,0,LMP2
197,1207,527,1,LM_GTE_Pro
214,982,518,0,LMP2
208,933,552,0,LMP2
216,944,1059,0,LMP1
204,922,553,0,LMP2
197,1229,514,1,LM_GTE_Pro
215,853,1198,0,LMP1
218,879,1172,0,LMP1
199,1242,514,1,LM_GTE_Pro
195,1260,551,1,LM_GTE_Pro
204,915,482,0,LMP2
203,998,551,0,LMP2
199,1237,528,1,LM_GTE_Pro
201,928,525,0,LMP2
212,927,537,0,LMP2
211,994,497,0,LMP2
204,926,548,0,LMP2
196,1220,483,0,LM_GTE_Pro
207,949,523,0,LMP2
199,1228,546,0,LM_GTE_Pro
199,1200,521,0,LM_GTE_Pro
197,1201,542,1,LM_GTE_Pro
213,929,508,0,LMP2
214,949,508,0,LMP2
201,967,530,0,LMP2
196,1203,538,0,LM_GTE_Pro
207,954,557,0,LMP2
219,948,1080,0,LMP1
206,976,495,0,LMP2
217,858,1141,0,LMP1
220,851,1245,0,LMP1
204,981,534,0,LMP2
191,1265,544,1,LM_GTE_Pro
216,859,998,0,LMP1
192,1278,483,0,LM_GTE_Pro
191,1274,468,1,LM_GTE_Pro
193,1234,478,1,LM_GTE_Pro
208,930,498,0,LMP2
192,1230,500,1,LM_GTE_Pro
209,951,552,0,LMP2
208,964,546,0,LMP2
218,937,1196,0,LMP1
195,1216,533,0,LM_GTE_Pro
191,1268,526,0,LM_GTE_Pro
193,1214,559,1,LM_GTE_Pro
220,902,1216,0,LMP1
202,942,549,0,LMP2
216,884,1224,0,LMP1
211,925,558,0,LMP2
190,1224,561,0,LM_GTE_Pro
203,958,482,0,LMP2
199,1255,512,0,LM_GTE_Pro
194,1270,521,0,LM_GTE_Pro
215,925,1213,0,LMP1
194,1238,514,0,LM_GTE_Pro
197,1235,493,1,LM_GTE_Pro
194,1213,489,0,LM_GTE_Pro
204,913,502,0,LMP2
209,900,496,0,LMP2
191,1249,505,1,LM_GTE_Pro
216,911,1062,0,LMP1
206,984,518,0,LMP2
195,1265,479,0,LM_GTE_Pro
190,1251,468,1,LM_GTE_Pro
207,946,496,0,LMP2
205,986,550,0,LMP2
190,1249,560,0,LM_GTE_Pro
212,947,536,0,LMP2
219,939,1122,0,LMP1
217,910,1234,0,LMP1
203,909,499,0,LMP2
204,929,544,0,LMP2
201,913,552,0,LMP2
215,935,1130,0,LMP1
214,993,501,0,LMP2
211,910,508,0,LMP2
219,850,1198,0,LMP1
190,1236,522,1,LM_GTE_Pro
191,1258,546,0,LM_GTE_Pro
200,966,549,0,LMP2
206,918,504,0,LMP2
199,1261,474,0,LM_GTE_Pro
196,1261,485,1,LM_GTE_Pro
213,936,484,0,LMP2
208,976,549,0,LMP2
213,928,525,0,LMP2
194,1243,475,1,LM_GTE_Pro
190,1280,516,0,LM_GTE_Pro
204,927,492,0,LMP2
202,922,493,0,LMP2
196,1235,561,1,LM_GTE_Pro
213,942,551,0,LMP2
216,923,1072,0,LMP1
197,1267,474,0,LM_GTE_Pro
219,854,1123,0,LMP1
201,920,531,0,LMP2
196,1274,464,1,LM_GTE_Pro
216,855,1165,0,LMP1
204,947,516,0,LMP2
191,1207,557,1,LM_GTE_Pro
202,920,566,0,LMP2
216,891,1084,0,LMP1
197,1251,456,0,LM_GTE_Pro
212,971,529,0,LMP2
213,912,507,0,LMP2
200,981,515,0,LMP2
207,974,563,0,LMP2
208,987,506,0,LMP2
193,1261,457,1,LM_GTE_Pro
220,853,1056,0,LMP1
219,905,1115,0,LMP1
195,1207,561,0,LM_GTE_Pro
196,1204,501,0,LM_GTE_Pro
194,1230,537,1,LM_GTE_Pro
201,995,508,0,LMP2
201,911,547,0,LMP2
190,1262,532,0,LM_GTE_Pro
200,999,547,0,LMP2
219,863,1228,0,LMP1
208,962,482,0,LMP2
195,1238,488,1,LM_GTE_Pro
213,989,489,0,LMP2
191,1241,551,1,LM_GTE_Pro
213,977,527,0,LMP2
203,975,554,0,LMP2
216,907,1128,0,LMP1
220,948,1100,0,LMP1
217,911,1050,0,LMP1
196,1238,511,1,LM_GTE_Pro
217,885,999,0,LMP1
210,938,546,0,LMP2
213,962,552,0,LMP2
192,1261,462,0,LM_GTE_Pro
205,937,488,0,LMP2
218,877,990,0,LMP1
212,978,534,0,LMP2
217,933,1085,0,LMP1
218,904,1035,0,LMP1
220,855,1201,0,LMP1
195,1267,474,1,LM_GTE_Pro
219,944,1162,0,LMP1
208,984,570,0,LMP2
203,944,561,0,LMP2
190,1205,562,0,LM_GTE_Pro
206,988,485,0,LMP2
193,1217,486,1,LM_GTE_Pro
206,993,555,0,LMP2
197,1272,477,1,LM_GTE_Pro
218,879,1149,0,LMP1
215,861,1181,0,LMP1
200,960,551,0,LMP2
197,1240,492,1,LM_GTE_Pro
207,999,546,0,LMP2
217,919,1003,0,LMP1
199,1209,495,0,LM_GTE_Pro
199,1256,488,0,LM_GTE_Pro
195,1224,554,0,LM_GTE_Pro
190,1231,536,1,LM_GTE_Pro
203,952,549,0,LMP2
216,885,1207,0,LMP1
207,917,560,0,LMP2
220,890,1059,0,LMP1
213,966,484,0,LMP2
198,1248,494,1,LM_GTE_Am
203,939,486,0,LMP2
201,993,536,0,LMP2
194,1217,504,1,LM_GTE_Pro
208,982,491,0,LMP2
208,946,493,0,LMP2
199,1246,501,1,LM_GTE_Pro
204,971,535,0,LMP2
211,905,507,0,LMP2
212,951,526,0,LMP2
197,1240,499,0,LM_GTE_Pro
191,1204,470,1,LM_GTE_Pro
203,976,542,0,LMP2
215,919,1088,0,LMP1
213,967,497,0,LMP2
215,874,1059,0,LMP1
212,954,553,0,LMP2
196,1242,551,0,LM_GTE_Pro
208,965,517,0,LMP2
218,874,1136,0,LMP1
199,1266,522,1,LM_GTE_Pro
196,1234,469,1,LM_GTE_Pro
216,946,1215,0,LMP1
203,978,484,0,LMP2
204,915,483,0,LMP2
196,1248,475,0,LM_GTE_Pro
219,943,1169,0,LMP1
207,977,496,0,LMP2
194,1210,543,1,LM_GTE_Pro
213,930,495,0,LMP2
191,1251,499,0,LM_GTE_Pro
213,956,480,0,LMP2
191,1271,507,0,LM_GTE_Pro
191,1254,514,1,LM_GTE_Pro
193,1255,483,0,LM_GTE_Pro
200,993,513,0,LMP2
217,898,1209,0,LMP1
213,990,567,0,LMP2
193,1238,545,0,LM_GTE_Pro
195,1233,533,0,LM_GTE_Pro
203,955,496,0,LMP2
193,1265,557,1,LM_GTE_Pro
219,907,1230,0,LMP1
196,1263,533,0,LM_GTE_Pro
192,1241,535,0,LM_GTE_Pro
201,938,537,0,LMP2
215,872,995,0,LMP1
204,978,481,0,LMP2
196,1218,545,0,LM_GTE_Pro
197,1207,454,0,LM_GTE_Pro
213,977,534,0,LMP2
206,975,519,0,LMP2
215,901,1239,0,LMP1
220,875,1170,0,LMP1
200,903,531,0,LMP2
194,1261,516,1,LM_GTE_Pro
213,971,482,0,LMP2
217,871,1037,0,LMP1
200,948,529,0,LMP2
198,1275,542,0,LM_GTE_Pro
210,997,539,0,LMP2
217,926,1146,0,LMP1
217,880,1001,0,LMP1
209,920,552,0,LMP2
201,926,550,0,LMP2
207,936,534,0,LMP2
217,865,1036,0,LMP1
201,996,532,0,LMP2
191,1251,456,1,LM_GTE_Pro
209,913,547,0,LMP2
198,1242,455,1,LM_GTE_Pro
205,978,490,0,LMP2
201,960,565,0,LMP2
213,921,507,0,LMP2
215,912,1115,0,LMP1
208,976,482,0,LMP2
214,985,550,0,LMP2
200,970,505,0,LMP2
194,1202,505,1,LM_GTE_Pro
218,857,1128,0,LMP1
193,1274,459,1,LM_GTE_Pro
201,928,537,0,LMP2
190,1258,456,1,LM_GTE_Pro
198,1262,458,0,LM_GTE_Pro
216,856,1126,0,LMP1
202,940,489,0,LMP2
196,1218,452,0,LM_GTE_Pro
200,983,561,0,LMP2
205,989,545,0,LMP2
217,901,1022,0,LMP1
190,1217,526,1,LM_GTE_Pro
199,1278,500,1,LM_GTE_Pro
206,972,499,0,LMP2
215,855,1213,0,LMP1
203,975,551,0,LMP2
196,1209,499,0,LM_GTE_Pro
220,858,1112,0,LMP1
194,1247,499,1,LM_GTE_Pro
210,910,511,0,LMP2
207,977,504,0,LMP2
219,934,1200,0,LMP1
201,919,526,0,LMP2
213,947,563,0,LMP2
204,901,481,0,LMP2
201,961,533,0,LMP2
191,1227,522,1,LM_GTE_Pro
209,932,482,0,LMP2
217,938,1061,0,LMP1
218,884,1084,0,LMP1
196,1243,472,1,LM_GTE_Pro
215,941,1070,0,LMP1
220,914,1044,0,LMP1
199,1223,472,0,LM_GTE_Pro
194,1255,515,1,LM_GTE_Pro
195,1254,500,0,LM_GTE_Pro
219,908,1120,0,LMP1
220,887,1133,0,LMP1
204,976,524,0,LMP2
190,1205,451,0,LM_GTE_Pro
195,1235,520,0,LM_GTE_Pro
193,1230,478,0,LM_GTE_Pro
203,974,570,0,LMP2
195,1223,531,0,LM_GTE_Pro
204,907,517,0,LMP2
191,1249,489,1,LM_GTE_Pro
215,897,1168,0,LMP1
216,871,1193,0,LMP1
215,872,1092,0,LMP1
194,1242,516,1,LM_GTE_Pro
194,1250,540,0,LM_GTE_Pro
213,969,557,0,LMP2
204,918,560,0,LMP2
202,998,486,0,LMP2
215,945,1008,0,LMP1
195,1247,451,0,LM_GTE_Pro
192,1224,513,1,LM_GTE_Pro
210,916,528,0,LMP2
191,1213,469,0,LM_GTE_Pro
208,977,491,0,LMP2
190,1234,466,0,LM_GTE_Pro
199,1279,555,1,LM_GTE_Pro
193,1216,497,0,LM_GTE_Pro
200,938,519,0,LMP2
206,903,528,0,LMP2
200,991,494,0,LMP2
192,1225,535,0,LM_GTE_Pro
218,902,1152,0,LMP1
219,892,1181,0,LMP1
207,911,507,0,LMP2
198,1208,522,0,LM_GTE_Pro
203,989,503,0,LMP2
195,1270,491,1,LM_GTE_Pro
190,1243,548,0,LM_GTE_Pro
210,906,562,0,LMP2
220,915,1051,0,LMP1
215,944,1046,0,LMP1
201,935,542,0,LMP2
210,905,560,0,LMP2
212,998,535,0,LMP2
214,952,570,0,LMP2
207,999,514,0,LMP2
213,922,509,0,LMP2
194,1201,492,1,LM_GTE_Pro
195,1235,502,1,LM_GTE_Pro
206,925,546,0,LMP2
209,934,535,0,LMP2
209,960,527,0,LMP2
192,1226,553,0,LM_GTE_Pro
195,1257,454,0,LM_GTE_Pro
190,1203,548,0,LM_GTE_Pro
215,889,1018,0,LMP1
219,864,1112,0,LMP1
216,939,1008,0,LMP1
204,961,487,0,LMP2
217,924,1206,0,LMP1
206,912,482,0,LMP2
219,901,1030,0,LMP1
215,921,1228,0,LMP1
215,924,1234,0,LMP1
191,1232,549,1,LM_GTE_Pro
206,955,568,0,LMP2
193,1217,547,1,LM_GTE_Pro
217,888,995,0,LMP1
203,973,533,0,LMP2
208,956,542,0,LMP2
213,931,494,0,LMP2
205,992,557,0,LMP2
199,1216,492,0,LM_GTE_Pro
205,932,555,0,LMP2
220,910,1240,0,LMP1
210,935,545,0,LMP2
218,852,1213,0,LMP1
193,1203,503,0,LM_GTE_Pro
205,956,481,0,LMP2
206,960,519,0,LMP2
214,964,514,0,LMP2
202,915,512,0,LMP2
216,911,980,0,LMP1
200,970,483,0,LMP2
193,1257,561,0,LM_GTE_Pro
194,1267,534,1,LM_GTE_Pro
217,910,1170,0,LMP1
210,920,547,0,LMP2
210,917,561,0,LMP2
191,1232,534,1,LM_GTE_Pro
210,964,488,0,LMP2
193,1267,555,0,LM_GTE_Pro
213,949,502,0,LMP2
196,1254,530,1,LM_GTE_Pro
193,1255,552,1,LM_GTE_Pro
211,946,507,0,LMP2
219,917,1172,0,LMP1
199,1203,504,0,LM_GTE_Pro
210,957,504,0,LMP2
195,1239,495,1,LM_GTE_Pro
205,985,538,0,LMP2
203,988,537,0,LMP2
215,929,1187,0,LMP1
191,1265,464,0,LM_GTE_Pro
196,1213,504,1,LM_GTE_Pro
203,908,517,0,LMP2
217,940,1090,0,LMP1
207,949,531,0,LMP2
194,1248,521,1,LM_GTE_Pro
217,948,1101,0,LMP1
213,934,530,0,LMP2
201,996,564,0,LMP2
215,907,981,0,LMP1
209,998,481,0,LMP2
190,1227,483,1,LM_GTE_Pro
192,1255,493,1,LM_GTE_Pro
217,904,1076,0,LMP1
209,942,551,0,LMP2
194,1212,479,1,LM_GTE_Pro
202,954,520,0,LMP2
192,1223,473,0,LM_GTE_Pro
195,1265,454,1,LM_GTE_Pro
207,929,519,0,LMP2
202,991,506,0,LMP2
216,920,1015,0,LMP1
196,1240,544,0,LM_GTE_Pro
193,1240,504,0,LM_GTE_Pro
196,1274,459,0,LM_GTE_Pro
207,960,544,0,LMP2
200,993,556,0,LMP2
213,930,497,0,LMP2
216,860,1142,0,LMP1
194,1270,478,0,LM_GTE_Pro
219,917,1158,0,LMP1
219,942,1228,0,LMP1
211,955,561,0,LMP2
199,1244,537,1,LM_GTE_Pro
199,1224,507,1,LM_GTE_Pro
193,1278,492,1,LM_GTE_Pro
212,909,528,0,LMP2
219,855,1188,0,LMP1
204,935,497,0,LMP2
208,999,518,0,LMP2
219,900,1059,0,LMP1
208,966,552,0,LMP2
218,851,1052,0,LMP1
216,898,1021,0,LMP1
213,975,568,0,LMP2
214,930,502,0,LMP2
200,901,555,0,LMP2
205,966,496,0,LMP2
197,1278,467,1,LM_GTE_Pro
210,906,570,0,LMP2
205,968,485,0,LMP2
217,916,1024,0,LMP1
196,1237,493,0,LM_GTE_Pro
194,1234,538,0,LM_GTE_Pro
192,1248,515,0,LM_GTE_Pro
204,948,523,0,LMP2
209,931,553,0,LMP2
220,921,1056,0,LMP1
202,941,521,0,LMP2
218,879,1114,0,LMP1
216,870,1120,0,LMP1
212,921,529,0,LMP2
209,993,529,0,LMP2
199,1210,502,0,LM_GTE_Pro
195,1256,559,0,LM_GTE_Pro
220,905,1068,0,LMP1
191,1275,456,0,LM_GTE_Pro
210,950,499,0,LMP2
203,929,482,0,LMP2
211,956,492,0,LMP2
219,852,1005,0,LMP1
208,922,528,0,LMP2
192,1208,544,0,LM_GTE_Pro
200,986,564,0,LMP2
199,1200,471,1,LM_GTE_Pro
190,1233,503,1,LM_GTE_Pro
212,907,500,0,LMP2
202,932,552,0,LMP2
204,906,570,0,LMP2
210,906,510,0,LMP2
205,931,501,0,LMP2
193,1208,495,0,LM_GTE_Pro
208,934,556,0,LMP2
201,916,527,0,LMP2
205,973,516,0,LMP2
192,1245,536,0,LM_GTE_Pro
200,917,509,0,LMP2
210,934,538,0,LMP2
217,908,1187,0,LMP1
204,949,563,0,LMP2
209,987,511,0,LMP2
193,1218,545,0,LM_GTE_Pro
214,910,494,0,LMP2
204,934,492,0,LMP2
205,930,515,0,LMP2
197,1259,469,1,LM_GTE_Pro
219,880,1070,0,LMP1
214,912,494,0,LMP2
198,1212,561,0,LM_GTE_Pro
201,977,518,0,LMP2
216,891,1094,0,LMP1
214,938,558,0,LMP2
215,887,1239,0,LMP1
191,1267,498,1,LM_GTE_Pro
192,1256,474,1,LM_GTE_Pro
204,957,515,0,LMP2
209,915,551,0,LMP2
206,951,484,0,LMP2
206,917,488,0,LMP2
198,1212,508,0,LM_GTE_Pro
194,1264,491,1,LM_GTE_Pro
213,976,546,0,LMP2
192,1203,563,1,LM_GTE_Pro
191,1271,492,1,LM_GTE_Pro
203,915,558,0,LMP2
211,967,542,0,LMP2
219,853,1129,0,LMP1
215,869,1239,0,LMP1
214,934,567,0,LMP2
193,1256,506,0,LM_GTE_Pro
191,1244,481,1,LM_GTE_Pro
206,920,559,0,LMP2
213,982,499,0,LMP2
215,923,1021,0,LMP1
190,1221,497,1,LM_GTE_Pro
217,923,1129,0,LMP1
201,941,567,0,LMP2
202,914,543,0,LMP2
